1.00 	1319.754395 	2042.320801 	2921.966797 	3958.692627 	-nan 	6503.382324 	
1.50 	1351.526733 	2081.947266 	2969.447021 	-nan 	-nan 	-nan 	
2.00 	1383.441895 	2121.716553 	3017.070312 	4069.504150 	-nan 	-nan 	
2.50 	1415.499268 	2161.627930 	3064.835449 	4125.124023 	5342.491699 	6716.937500 	
3.00 	1447.699219 	2201.681885 	3112.744385 	4180.885742 	-nan 	-nan 	
3.50 	1480.040405 	2241.878174 	3160.794922 	4236.790527 	5469.866699 	-nan 	
4.00 	1512.523682 	2282.216064 	3208.988037 	-nan 	5533.767578 	-nan 	
4.50 	1545.148926 	2322.696777 	3257.323486 	-nan 	-nan 	-nan 	
5.00 	1577.915405 	2363.318359 	3305.799316 	4405.358887 	5661.997070 	-nan 	
