1429    1.0080
1035    1.0145
901     1.0173
611     1.0215
397     1.0250
97      1.0295
-120    1.0320
-333    1.0358
-531    1.0398
-742    1.0425
-924    1.0455
-1040   1.0470
-1520   1.0570
