5.18672e14  0.830   0.832
5.48996e14  0.951   0.956
6.87858e14  1.587   1.590
7.40858e14  1.761   1.781
8.20264e14  1.996   2.00

%ordem das colunas: frequencia : V_{max} 1ª medida : v_{max}
%2ª medida
